geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
Winterswijk,Mannen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,75,24.96,87.14026866,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,75,23.37333333,99.59126117,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,75,23.32,118.0828084,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,75,22.33333333,181.7466536,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,65,23.70769231,25.29172745,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,65,24.03076923,41.18201548,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,64,25.25,51.24523399,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,64,24.71875,60.84300054,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,64,24.5,67.90198772,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,64,24.71875,76.95111685,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,64,24.828125,87.59126991,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,64,23.171875,99.83078245,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,64,23.4375,117.9810483,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,64,22.5,176.6693329,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,60,24.5,26.52804171,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,60,24.38333333,42.81832293,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,60,25.16666667,53.04679325,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,60,25.05,62.56756553,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,60,23.85,69.75436601,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,60,25.15,79.11066523,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,60,24.43333333,89.51982237,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,59,23.3559322,101.7817242,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,59,23.27118644,119.4000676,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Mannen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,59,22.44067797,178.889468,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,0% - 10%,c30_age_left_parents,76,22.46052632,20.70608833,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,10% - 20%,c30_age_left_parents,76,22.15789474,38.56201639,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,20% - 30%,c30_age_left_parents,76,22.14473684,50.39946997,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,30% - 40%,c30_age_left_parents,76,22.90789474,59.30339376,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,40% - 50%,c30_age_left_parents,76,21.98684211,65.81586486,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,50% - 60%,c30_age_left_parents,76,22.05263158,74.57824087,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,60% - 70%,c30_age_left_parents,76,22.18421053,84.49406459,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,70% - 80%,c30_age_left_parents,75,21.68,95.91687838,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,80% - 90%,c30_age_left_parents,75,21.56,114.2462369,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Totaal,90% - 100%,c30_age_left_parents,75,21.04,182.8043326,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,69,22.73913043,22.28724665,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,69,22.04347826,41.68639398,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,69,22.60869565,52.59131387,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,69,23.02898551,60.88580177,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,69,21.66666667,66.80304645,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,68,22.26470588,75.58611462,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,68,22.33823529,85.27274921,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,68,21.61764706,96.44930081,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,68,21.66176471,115.4270081,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,68,20.98529412,184.9604841,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,64,22.5625,22.7813438,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,64,21.78125,41.26245961,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,64,22.78125,51.92935987,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,64,22.640625,61.00209731,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,63,21.84126984,67.79799386,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,63,22.12698413,76.4448239,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,63,22.47619048,86.0071241,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,63,21.33333333,96.74376319,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,63,21.74603175,114.1355113,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,63,21.26984127,170.3721021,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,58,22.70689655,25.33961797,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,58,21.9137931,44.18739832,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,58,23.01724138,54.10303911,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,58,22.62068966,62.13537347,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,58,21.75862069,68.61253011,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,58,22.56896552,77.34978161,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,58,22.31034483,86.86427963,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,58,21.34482759,97.68416488,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,57,21.80701754,115.8272998,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Winterswijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,57,21.1754386,172.612027,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,0% - 10%,c30_age_left_parents,218,23.24311927,25.66571479,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,10% - 20%,c30_age_left_parents,216,24.19444444,45.90495394,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,20% - 30%,c30_age_left_parents,216,24.61111111,56.77806436,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,30% - 40%,c30_age_left_parents,216,24.39351852,66.16439951,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,40% - 50%,c30_age_left_parents,216,24.375,74.31185502,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,50% - 60%,c30_age_left_parents,216,24.13425926,84.48100226,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,60% - 70%,c30_age_left_parents,216,23.49074074,96.12107453,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,70% - 80%,c30_age_left_parents,216,23.62037037,109.4673946,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,80% - 90%,c30_age_left_parents,216,22.97222222,130.9410188,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Totaal,90% - 100%,c30_age_left_parents,216,22.66666667,197.1117233,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,194,23.56185567,27.60686356,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,194,24.5257732,47.72993825,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,194,24.69072165,58.47711277,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,194,24.58762887,67.84784842,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,194,24.4742268,75.66331292,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,192,23.984375,86.13838189,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,192,23.625,97.36987744,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,192,23.5,110.2630741,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,192,23.09895833,130.9533691,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,192,22.72916667,194.7170875,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,174,23.89655172,28.52551427,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,174,24.44827586,48.0519091,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,174,24.70114943,58.38075509,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,174,24.41954023,67.22271333,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,173,24.56722801,75.14189056,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,172,24.15697674,85.42057488,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,172,23.4127907,96.1821607,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,172,23.52906977,110.3376908,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,172,23.18604651,131.7819427,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,172,22.49418605,195.1059551,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,156,24.25641026,30.58409907,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,156,24.6025641,49.35792867,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,156,24.92948718,59.52169598,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,156,24.62179487,68.18520238,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,156,24.65384615,75.78929016,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,156,23.97435897,86.07161678,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,156,23.59615385,96.59454418,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,156,23.61538462,110.3993418,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,155,23.28130203,130.9317129,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,154,22.48701299,190.3462795,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,0% - 10%,c30_age_left_parents,108,24.21296296,26.08382542,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,10% - 20%,c30_age_left_parents,108,25.36111111,46.46638232,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,20% - 30%,c30_age_left_parents,108,25.56481481,57.07699154,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,30% - 40%,c30_age_left_parents,108,25.7962963,66.22624769,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,40% - 50%,c30_age_left_parents,108,24.74074074,73.75607461,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,50% - 60%,c30_age_left_parents,108,25.13888889,83.46430458,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,60% - 70%,c30_age_left_parents,108,24.90740741,95.10292391,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,70% - 80%,c30_age_left_parents,108,24.96296296,109.2035619,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,80% - 90%,c30_age_left_parents,108,24.08333333,130.5834303,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Totaal,90% - 100%,c30_age_left_parents,106,23.37735849,187.0000816,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,97,24.67010309,28.63062928,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,97,25.70103093,48.16125896,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,96,25.69791667,59.00027287,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,96,25.96875,67.68287762,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,96,24.98958333,74.74242231,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,96,25.125,84.72641863,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,96,24.72916667,95.91489731,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,96,25.04166667,109.4683984,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,96,24.33333333,129.9939772,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,96,23.44791667,185.4937197,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,86,25.1744186,29.08226215,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,86,25.93023256,48.49297352,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,86,25.58139535,58.99242545,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,86,25.8255814,67.15900898,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,86,24.98837209,74.15536898,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,85,25.17647059,84.00030981,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,85,25,94.85229143,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,85,25.08235294,109.5443017,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,85,24.38823529,131.0254428,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,85,23.14117647,182.5901774,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,77,25.50649351,31.52927237,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,77,26.27272727,49.65971577,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,77,25.76623377,60.10689448,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,77,26.1038961,67.87797806,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,77,25.06493506,74.52803035,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,77,25.07792208,84.39600118,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Wijchen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,77,24.92207792,94.79366574,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
